Timestamp,Shift,Heat Number,Casting Speed,Mold Level,Downtime,Production,Temperature,Water Flow,Hydraulic Pressure,Alarm,Alarm Severity,Downtime Category,Machine Status,PLC_Status,Mold_Status,Oscillation_Status,Hydraulic_Status,Water_Cooling_Status,Shear_Status,Roller_Table_Status
2026-01-05 09:00:00,Morning,10321,1.231557347007497,78.21980782648897,0.0,15.054689495553825,1510.2779288133142,1940.1389881256841,120.98448168178096,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Warning,Healthy,Warning,Healthy
2026-01-05 09:10:00,Morning,10922,1.2570076376524046,78.92402674963456,0.0,15.17607218671669,1504.928340090575,1941.8587767111107,120.50566823459936,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 09:20:00,Morning,10825,1.2534551977979256,79.02358076641264,0.0,14.821152977691746,1507.7163625558012,1939.2806534604827,120.2583714708532,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 09:30:00,Morning,10736,1.292440488870836,79.20133903184093,0.0,17.7872233809761,1502.9016200956046,1943.9159089732755,119.76927625715764,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-05 09:40:00,Morning,10501,1.2739375453211153,79.14637645220027,0.0,16.497832617346468,1501.9098926280708,1918.9817778882737,118.13325333351432,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Warning,Healthy,Healthy
2026-01-05 09:50:00,Morning,10579,1.2117041406584166,79.31011740853305,0.0,14.912417244863992,1507.8396783973096,1941.0221953539035,120.26988917752386,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 10:00:00,Morning,10916,1.278325861282476,79.59055520650531,5.0,16.853389153842397,1505.07299883927,1927.3077638588036,119.23115823869725,Water Flow Alarm,Critical,Mechanical,Stopped,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 10:10:00,Morning,10661,1.2430996746204204,79.90526650116675,0.0,16.0201304623377,1502.1943812116206,1933.813088761573,117.24296368937026,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 10:20:00,Morning,10579,1.2958808169478822,79.73024671414971,0.0,17.574799441811443,1508.6099547002973,1915.4061130448038,117.84235306817908,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 10:30:00,Morning,10098,1.2357091739271935,79.81291767029802,0.0,14.362881691171982,1512.669113564534,1923.9500682522828,116.83155505913732,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-05 10:40:00,Morning,10997,1.232005179639528,80.13863985514962,0.0,15.21431266967412,1510.9723667240478,1923.6112499014282,116.95397603102832,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 10:50:00,Morning,10809,1.263592456554255,79.45754703852349,0.0,15.47114073816821,1507.0034757332073,1928.6812586968417,114.04218590056455,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 11:00:00,Morning,10365,1.2662007608531904,80.5393746933738,0.0,14.445931637178859,1507.8355673262834,1904.3810331729208,115.08914341804177,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 11:10:00,Morning,10251,1.2524224765386887,80.4685634776813,0.0,16.397510000079397,1510.2173659368411,1914.8611025148377,114.85019390837562,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 11:20:00,Morning,10968,1.183803547891201,80.6016406075393,0.0,14.608266759577662,1511.0055676825525,1903.4202799038194,115.37487337540536,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 11:30:00,Morning,10957,1.245644133609017,81.08296595383545,0.0,16.088293513603304,1507.5605515136604,1913.5794432236219,113.63273065568376,No Alarm,None,None,Running,Warning,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 11:40:00,Morning,10421,1.1933601750254532,80.02560596934123,0.0,16.56884254184889,1508.7404263736532,1913.1441556042232,111.20337651105076,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 11:50:00,Morning,10232,1.2261044781697505,80.1196595184901,0.0,15.079035392842556,1509.657969615238,1914.5839609914763,112.77961009798857,No Alarm,None,None,Running,Fault,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 12:00:00,Morning,10798,1.1707778892724308,81.11486530189448,0.0,14.339916528045377,1510.5578046580445,1897.3474946595275,113.93792272155069,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Warning
2026-01-05 12:10:00,Morning,10626,1.2211274081177421,81.09167020444598,0.0,15.347157520278575,1509.1216681921128,1906.37944174422,114.08121022696129,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 12:20:00,Morning,10901,1.177609440836016,81.24416449197807,0.0,15.411191157538587,1509.4492528379058,1907.1873553926491,116.0783203184579,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 12:30:00,Morning,10546,1.1572381744460691,81.06465706073595,0.0,14.068778062858758,1513.5072770290988,1880.509117488968,114.86976398769306,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-05 12:40:00,Morning,10552,1.210900557812865,81.57999141880369,0.0,14.694583854668322,1513.4020814005412,1895.9369923063996,114.4391970357466,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 12:50:00,Morning,10144,1.1903821902476763,81.74292608930257,0.0,15.619809867264909,1511.9039414116892,1896.1292779997564,114.529922863678,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 13:00:00,Morning,10604,1.1582582158368848,81.6095765866683,0.0,14.743275224647684,1515.351044715403,1883.8655965202277,116.17551098062872,No Alarm,None,None,Running,Warning,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-05 13:10:00,Morning,10363,1.213675233781582,81.34793787198687,0.0,13.7396306381664,1510.4398794615095,1873.785924784281,114.47550909815129,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-05 13:20:00,Morning,10206,1.150320499994788,80.63539971839543,0.0,13.521231990306475,1515.825132458989,1888.6258953179038,115.39657527481594,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Warning
2026-01-05 13:30:00,Morning,10782,1.157861727591719,81.80211492424685,0.0,15.524136699575534,1513.4937714861508,1869.1803622695297,114.68339415038476,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 13:40:00,Morning,10346,1.1583030393507883,81.988684959731,0.0,14.760137790040023,1520.6919870247816,1875.1380970690652,118.15884078715358,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 13:50:00,Morning,10213,1.1249820693600883,81.75297931551086,0.0,13.52873871527503,1509.9163683954596,1874.1365091293408,117.42821082979074,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 14:00:00,Evening,10961,1.1510623819071963,81.12808441711373,0.0,14.268993013775468,1511.5626165470896,1878.187879228125,116.63964525768472,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 14:10:00,Evening,10963,1.1143213028102,81.72397315829681,0.0,13.938281956088668,1514.7256648715127,1865.5789343523204,117.90788065513065,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-05 14:20:00,Evening,10495,1.1114330137613775,81.76308675583248,0.0,14.407926024213332,1515.0677486929496,1863.3743832114064,119.23289248695941,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 14:30:00,Evening,10296,1.1581996312629428,81.9969732466791,0.0,13.526711014385633,1519.3483171396233,1868.039830945031,118.91030917849203,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Warning,Healthy,Healthy,Healthy
2026-01-05 14:40:00,Evening,10162,1.0797417963058584,80.96804234644094,0.0,12.908108056753909,1513.2016563909503,1873.8425936154454,119.16754914023598,No Alarm,None,None,Running,Warning,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 14:50:00,Evening,10627,1.0323354585244988,81.1637931933884,0.0,13.095262259960608,1517.5348312668473,1882.786014089302,119.6234367449258,No Alarm,None,None,Running,Warning,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-05 15:00:00,Evening,10611,1.1469461895108186,81.48046666093356,15.0,14.266943162538418,1518.577953157239,1851.2792884851444,121.41088848090618,Hydraulic Pressure Drop,Medium,Mechanical,Stopped,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 15:10:00,Evening,10619,1.169155674836209,81.1235041668574,0.0,15.01474736329831,1517.8309967622577,1864.8774750508808,121.16000512345197,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Warning
2026-01-05 15:20:00,Evening,10768,1.0747523958222704,80.56495317721873,0.0,12.573749769626662,1514.061794977034,1852.8453098371167,121.61481357372956,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 15:30:00,Evening,10471,1.0232346407774697,81.08205190366516,0.0,13.040423083108298,1520.3749315431244,1869.0418118720531,121.10412610612404,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-05 15:40:00,Evening,10684,1.0666664306745324,81.04563235853936,0.0,14.097438916995886,1520.3154576864406,1852.910449407439,123.32159481279616,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 15:50:00,Evening,10656,1.0622638245350091,80.74166450770872,0.0,13.619070789692113,1519.1221132900826,1854.72495517412,123.49972653656143,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 16:00:00,Evening,10796,1.0602665865844596,80.68172169614473,0.0,13.35071055013886,1518.508471327218,1855.2884784771359,123.78284420655689,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 16:10:00,Evening,10744,1.0279357520778287,80.37369190652966,0.0,12.78207837917668,1518.9298298087438,1859.4512584611134,124.81732110608718,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 16:20:00,Evening,10036,1.0743708987747091,80.94846059044517,0.0,12.845240427743812,1518.526268330241,1862.8820769667104,125.84062325754537,No Alarm,None,None,Running,Fault,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 16:30:00,Evening,10620,1.0686529693131537,79.87436812509694,0.0,13.30776310170657,1520.674312843108,1864.578148232723,126.09973433043956,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 16:40:00,Evening,10976,1.0043188225351334,79.87558413951032,0.0,13.435779378705451,1519.4892505822959,1861.2490016627537,126.18343043026046,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 16:50:00,Evening,10560,1.066671318479798,79.99000709255056,0.0,13.250071526377388,1517.6181382178038,1851.4145766897584,125.43849678356668,No Alarm,None,None,Running,Warning,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 17:00:00,Evening,10530,1.1041422363215068,80.2123947934444,0.0,13.178915161474947,1517.434162591986,1868.8031446556283,125.19682270397256,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 17:10:00,Evening,10607,1.044918281623101,79.13803022544204,0.0,12.716905558152995,1518.4791056464612,1863.6488053311894,124.71571828013313,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 17:20:00,Evening,10560,1.027177662615601,79.090852579209,0.0,12.980315990788164,1521.2046862638163,1874.6175909072456,125.28819113326794,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 17:30:00,Evening,10402,1.030923024892278,78.68054392523237,0.0,12.625078013126883,1520.8580049961895,1861.0671000590166,125.99517114233124,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Warning,Healthy,Healthy,Healthy
2026-01-05 17:40:00,Evening,10994,1.051880810126777,79.39287797362147,0.0,13.488222424728908,1521.7249825997517,1855.4639264901841,124.93999360467024,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 17:50:00,Evening,10071,0.980102657437689,78.82094656521652,0.0,12.617273850495433,1522.6844211437872,1869.703946435307,125.85196508370777,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 18:00:00,Evening,10815,1.0359182586761453,79.00799638271542,0.0,13.571266459735071,1520.09377356767,1882.1711960097043,124.37398889409047,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 18:10:00,Evening,10160,1.018603582121133,79.32573258886943,0.0,13.729036407099684,1525.5392621557019,1875.0438026826746,123.27990775162709,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 18:20:00,Evening,10207,1.085452509444069,78.71044491297718,0.0,14.265257475111515,1521.401686320748,1874.2281939091174,125.94425942197837,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 18:30:00,Evening,10607,1.0248630558141072,78.97262452912646,0.0,12.156820852772768,1521.1655738539566,1871.0394650763267,124.02998022789326,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 18:40:00,Evening,10638,1.0805653477860737,78.68119877807331,0.0,12.874592734722532,1523.6151657587752,1894.3387934779912,123.18718856097291,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 18:50:00,Evening,10928,0.9982256238330711,78.99892391832596,0.0,12.424780264391512,1517.9594643672638,1874.4018883319686,122.42948220694548,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 19:00:00,Evening,10295,1.0501308921163606,78.8580874694327,0.0,12.810813401386916,1520.6970705393173,1879.2747350954292,123.76282196383823,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 19:10:00,Evening,10026,1.043632917952551,78.33846521092113,0.0,12.248582765534227,1525.2295759303515,1892.1436387236665,124.38562339509049,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 19:20:00,Evening,10256,1.00987506105636,78.50459126916152,0.0,12.314254007283404,1518.5173881962578,1875.2958402423178,121.70526630406208,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 19:30:00,Evening,10545,1.0435158568965435,78.95627317922623,0.0,12.711789157673465,1525.71927933289,1902.9451598882629,121.3616283694539,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-05 19:40:00,Evening,10358,1.077162025110252,78.67299193702084,0.0,12.994231896045306,1526.7477768459369,1900.3786255274965,122.3214225625418,No Alarm,None,None,Running,Warning,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 19:50:00,Evening,10253,1.0340021875634084,77.94402381797464,0.0,12.703974704234103,1522.0709679870486,1905.23607839417,118.26774342751786,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 20:00:00,Evening,10915,0.9962144907668403,78.76261446443063,0.0,13.277596729808335,1523.7288267994238,1905.173013099814,122.2009354473514,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 20:10:00,Evening,10562,1.0500218186452694,78.07448968097087,0.0,13.264739361940336,1525.7817070709862,1902.0817902055796,122.17561998388238,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 20:20:00,Evening,10673,1.0273582133001273,79.09165864678234,0.0,14.57224401949042,1521.7817550513344,1897.5133143156954,115.40466782607693,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Warning,Healthy,Warning
2026-01-05 20:30:00,Evening,10750,1.0483377711693347,78.96483809738844,0.0,13.22357786983044,1525.063037804907,1907.5188871177293,117.95830827104102,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 20:40:00,Evening,10410,1.0606194609577368,78.7097254328077,0.0,13.054697220215635,1521.1408681113114,1903.4202032871638,116.65484583668021,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 20:50:00,Evening,10736,1.0166248647219434,78.70499688827618,0.0,12.710703826882698,1521.5303326830249,1917.644081892937,116.6669297763514,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Warning,Healthy,Healthy
2026-01-05 21:00:00,Evening,10964,1.0243056738175398,78.6162477361979,0.0,12.983365307629725,1520.6122887494816,1922.6807137065982,115.97979576590396,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 21:10:00,Evening,10725,1.0924567080174243,79.03805062868207,0.0,13.960386620237548,1523.3345167909815,1930.4404888010338,116.98832282904941,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Warning,Healthy,Healthy,Healthy
2026-01-05 21:20:00,Evening,10297,1.0677546024379574,78.693670227126,0.0,14.800630458575784,1525.2213994545405,1923.9169539106722,115.45130676100393,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-05 21:30:00,Evening,10779,1.0121406845450969,79.01958703239029,0.0,12.060034231329412,1521.696460146463,1930.5631639745325,114.10958005650313,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 21:40:00,Evening,10237,1.1184631544081534,79.36496888636232,8.0,14.582121670826332,1518.7909971015722,1922.9102271941842,114.66025793259391,Roller Jam,Medium,Mechanical,Stopped,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 21:50:00,Evening,10073,1.1090937074441451,78.88913660338467,0.0,14.009096761381702,1519.0573112996776,1923.469645199187,115.20012106010364,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-05 22:00:00,Night,10445,1.0856625859967841,78.97119640087335,0.0,12.471013905160369,1522.528628589638,1932.9724446222485,112.93154530048628,No Alarm,None,None,Running,Fault,Healthy,Healthy,Healthy,Healthy,Warning,Warning
2026-01-05 22:10:00,Night,10510,1.0738625789940865,78.8491712603259,0.0,13.962771384892417,1525.914120832499,1927.8488392062068,112.20259422526867,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 22:20:00,Night,10470,1.1448434110630354,79.01504378992638,0.0,15.197879130850676,1522.0340857685746,1934.7141982379208,116.4536005248673,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-05 22:30:00,Night,10262,1.1367446627204374,78.82727105785614,0.0,13.609284801361268,1519.8133540824208,1925.5466034666813,113.23495910414206,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 22:40:00,Night,10273,1.2043104223684966,79.97142029385707,0.0,15.047626572081828,1522.4124290867635,1928.3073328561943,113.8445008457915,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 22:50:00,Night,10922,1.1520591946293175,80.52613867551072,0.0,13.192991949461076,1519.600856731102,1941.6107431262199,113.59528010344742,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 23:00:00,Night,10292,1.157738356126517,80.4971587450755,0.0,13.590564929802428,1518.9435281266904,1944.625819536591,114.85287427152568,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 23:10:00,Night,10783,1.1477651607404251,79.40155414383288,0.0,15.080685213587392,1517.1705106992367,1930.4851313518056,116.50305132278932,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-05 23:20:00,Night,10258,1.1839334549780116,80.46652976102547,0.0,14.472676633019942,1522.753783599576,1944.4029050842023,115.3083545259394,No Alarm,None,None,Running,Warning,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 23:30:00,Night,10108,1.1848108173123246,80.86880479018645,0.0,14.03397313394743,1512.5400652713113,1935.2702771825834,113.08095701902056,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Warning,Healthy
2026-01-05 23:40:00,Night,10064,1.2101885440561821,80.23853074975553,0.0,15.287979055823177,1520.5284384540519,1939.982742506764,113.58353595101774,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-05 23:50:00,Night,10244,1.1635057900848946,80.58020251852834,0.0,14.178133674059467,1517.0113008613926,1951.3277463148288,115.15473074366871,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-06 00:00:00,Night,10842,1.1725020052568071,79.85108991254987,0.0,14.326699905267214,1516.773759123024,1946.4159015019843,115.74424178504457,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-06 00:10:00,Night,10456,1.1775001482077445,80.87102443246259,0.0,15.236280070569238,1521.6523490183451,1946.1092756983771,114.47171926381283,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-06 00:20:00,Night,10696,1.221777103692007,80.44368412987694,0.0,14.459000444896047,1515.2521309322522,1954.622351792457,118.02779960651097,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-06 00:30:00,Night,10963,1.2490358202401461,81.04770810476357,0.0,14.979192104124543,1514.9480907268141,1933.1558901880785,116.27706502264937,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Warning,Healthy,Healthy,Healthy
2026-01-06 00:40:00,Night,10049,1.196184022403294,80.43540168434876,0.0,15.060156274545383,1515.9289631630886,1930.1624986125819,119.93284410500904,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-06 00:50:00,Night,10110,1.202885694605381,81.36169885949445,0.0,15.714658036091006,1516.8931156550839,1931.3660474885464,120.9044495756667,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-06 01:00:00,Night,10921,1.2305283861364436,81.63108965243333,0.0,16.24831703774844,1514.355260369107,1934.0355254786994,119.01338687814227,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-06 01:10:00,Night,10568,1.2189909806643975,80.9762654141363,0.0,14.771844054051833,1511.125505622735,1916.003378686938,120.43654029558277,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-06 01:20:00,Night,10618,1.2599475612972948,80.89407116343246,0.0,16.40550839305994,1512.49601027006,1931.7938212612898,119.03081998744923,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-06 01:30:00,Night,10342,1.1686036324140257,80.53637228977699,0.0,14.058645799746035,1517.4645423203742,1927.561518813746,121.851864447613,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Warning
2026-01-06 01:40:00,Night,10827,1.2158609510258778,81.33244926359147,0.0,16.47660843065823,1514.0509482050466,1936.5111947003188,121.08889281342218,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Warning,Healthy,Healthy,Healthy
2026-01-06 01:50:00,Night,10647,1.2214150143746179,81.23662289819147,14.0,14.474047961888914,1514.5973623872678,1931.249148295195,120.94845901547373,Roller Jam,Critical,Process,Stopped,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-06 02:00:00,Night,10258,1.1792094386310832,80.86890120718759,0.0,15.670053150442751,1512.425554198437,1921.686589097295,122.44984445121945,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-06 02:10:00,Night,10649,1.2235386583520442,81.68022853527027,0.0,14.834692954627446,1511.0446272458755,1929.1565183979717,122.75410669936085,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Warning,Healthy,Healthy,Healthy
2026-01-06 02:20:00,Night,10004,1.228304705256542,81.31834109517018,0.0,16.763081334062996,1516.5073247509513,1928.0590377079561,123.40566845424058,No Alarm,None,None,Running,Warning,Healthy,Healthy,Healthy,Warning,Healthy,Healthy
2026-01-06 02:30:00,Night,10241,1.252711492225285,81.05694403546248,6.0,16.0728181630128,1511.4696662216202,1913.8617143488123,125.38040407386644,Mold Level Low,High,Electrical,Stopped,Healthy,Healthy,Healthy,Warning,Healthy,Healthy,Healthy
2026-01-06 02:40:00,Night,10204,1.2947833064758845,81.24399655858736,0.0,15.473579760362801,1510.466113945213,1913.7141333035331,123.70097497818446,No Alarm,None,None,Running,Fault,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-06 02:50:00,Night,10786,1.2563484868152472,81.86276098390417,0.0,15.338789149510836,1513.9578492091464,1897.4252161372833,127.08153282868123,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-06 03:00:00,Night,10736,1.2347310347459557,81.63387336165016,0.0,15.980964777981066,1509.0640013421921,1904.0049806491452,123.71564140553649,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-06 03:10:00,Night,10092,1.2655450806682043,81.28948165306676,0.0,16.55616460068345,1509.0458159195166,1904.236084787493,127.49742409860548,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-06 03:20:00,Night,10907,1.2999653949805983,81.52861705127216,0.0,16.200066523050356,1510.2321491163282,1908.169542297183,124.53674706145227,No Alarm,None,None,Running,Healthy,Warning,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-06 03:30:00,Night,10819,1.2400822748866536,80.74720271428451,0.0,15.532289232757595,1509.8930869664355,1897.3798634749303,125.89547832291221,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-06 03:40:00,Night,10435,1.242546342358433,81.1466991948016,0.0,16.06267640233126,1510.240085686656,1898.180060619032,125.3896754407204,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
